REF + MAQ;Item;Desc. item;Tipo inventario;AREA;Preforma;Ciclo;Maquina;Cavidades;BOT/HORA;UNIDAD DE EMPAQUE;;Centro de trabajo;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JUGO 1000CC TR 41 G R28 MEGA 1         ;987;BOT JUGO 1000CC TR 41 G R28;IN300501  ;SOPLADO;;8,00;MEGA 1         ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JF 1000CC TR 31 G 1881 SEMI 42        ;4163;BOT JF 1000CC TR 31 G 1881;IN300501  ;SOPLADO;;9,00;SEMI 42        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JF 1000CC TR 31 G 1881 SEMI 32        ;4163;BOT JF 1000CC TR 31 G 1881;IN300501  ;SOPLADO;;9,00;SEMI 32        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JF 1000CC TR 31 G 1881 SEMI 23        ;4163;BOT JF 1000CC TR 31 G 1881;IN300501  ;SOPLADO;;9,00;SEMI 23        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JF 1000CC TR 31 G 1881 SEMI 45        ;4163;BOT JF 1000CC TR 31 G 1881;IN300501  ;SOPLADO;;9,00;SEMI 45        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JF 1000CC TR 31 G 1881 SEMI 51        ;4163;BOT JF 1000CC TR 31 G 1881;IN300501  ;SOPLADO;;9,00;SEMI 51        ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JF 1000CC TR 31 G 1881 MEGA 1         ;4163;BOT JF 1000CC TR 31 G 1881;IN300501  ;SOPLADO;;9,00;MEGA 1         ;2;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JEC 2700CC TR 58 G RC33 ;947;BOT JEC 2700CC TR 58 G RC33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JARABERO 250CC TR 16 G R1881 ;2457;BOT JARABERO 250CC TR 16 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JABONERO 500CC TR 25G R28 ;2164;BOT JABONERO 500CC TR 25G R28;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JABONERO 500CC TR 25G R28 MEGA 1         ;2164;BOT JABONERO 500CC TR 25G R28;IN300501  ;SOPLADO;;8,47;MEGA 1         ;2;850;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT JABONERO 280CC TR 16,5 G R1881 ;2166;BOT JABONERO 280CC TR 16,5 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT IRIARTE 400CC TR 14,5 G RC26,7 SEMI 42        ;2280;BOT IRIARTE 400CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT IRIARTE 400CC TR 14,5 G RC26,7 SEMI 45        ;2280;BOT IRIARTE 400CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT IRIARTE 400CC TR 14,5 G RC26,7 SEMI 23        ;2280;BOT IRIARTE 400CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT IRIARTE 150CC TR 10 RC26,7 ;2303;BOT IRIARTE 150CC TR 10 RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7 ;1164;BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7 MEGA 1         ;1164;BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,00;MEGA 1         ;2;1800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7 SEMI 35        ;1164;BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,00;SEMI 35        ;2;1800;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7 SEMI 42        ;1164;BOT GRAS PREMIUM 1000CC TR 23,5 G RC26,7;IN300601  ;SOPLADO;;8;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 BOLSA AOLI 1         ;2311;BOT GRAS 900CC TR 19,5 G R26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 BOLSA AOLI 2         ;2311;BOT GRAS 900CC TR 19,5 G R26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 BOLSA AOLI 4         ;2311;BOT GRAS 900CC TR 19,5 G R26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 BOLSA QUINKO 1       ;2311;BOT GRAS 900CC TR 19,5 G R26,7 BOLSA;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 AOLI 1         ;2162;BOT GRAS 900CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 AOLI 2         ;2162;BOT GRAS 900CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 AOLI 4         ;2162;BOT GRAS 900CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900CC TR 19,5 G R26,7 QUINKO 1       ;2162;BOT GRAS 900CC TR 19,5 G R26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900 TR 23,5 G RC26,7 BOLSA AOLI 1         ;2288;BOT GRAS 900 TR 23,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900 TR 23,5 G RC26,7 BOLSA AOLI 2         ;2288;BOT GRAS 900 TR 23,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900 TR 23,5 G RC26,7 BOLSA AOLI 4         ;2288;BOT GRAS 900 TR 23,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900 TR 23,5 G RC26,7 BOLSA QUINKO 1       ;2288;BOT GRAS 900 TR 23,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 900 TR 23,5 G RC26,7 QUINKO 1       ;1628;BOT GRAS 900 TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 23,5 G RC26,7 BOLSA AOLI 1         ;3273;BOT GRAS 750CC TR 23,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 23,5 G RC26,7 BOLSA AOLI 2         ;3273;BOT GRAS 750CC TR 23,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 23,5 G RC26,7 BOLSA AOLI 4         ;3273;BOT GRAS 750CC TR 23,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 23,5 G RC26,7 AOLI 1         ;914;BOT GRAS 750CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 23,5 G RC26,7 AOLI 2         ;914;BOT GRAS 750CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 23,5 G RC26,7 AOLI 4         ;914;BOT GRAS 750CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 19,5 G RC26,7 AOLI 1         ;2988;BOT GRAS 750CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 19,5 G RC26,7 AOLI 2         ;2988;BOT GRAS 750CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 19,5 G RC26,7 QUINK LEOPARD 3;2988;BOT GRAS 750CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;0,00;QUINK LEOPARD 3;;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 750CC TR 19,5 G RC26,7 AOLI 4         ;2988;BOT GRAS 750CC TR 19,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 500CC TR 14,5 G RC26,7 QUINKO LEOPARD ;913;BOT GRAS 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 500CC TR 14,5 G RC26,7 QUINK LEOPARD 3;913;BOT GRAS 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 500CC TR 14,5 G RC26,7 QUINK LEOPARD 4;913;BOT GRAS 500CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 500CC TR 14,5 G R26,7 BOLSA QUINKO LEOPARD ;2264;BOT GRAS 500CC TR 14,5 G R26,7 BOLSA;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 500CC TR 14,5 G R26,7 BOLSA QUINK LEOPARD 3;2264;BOT GRAS 500CC TR 14,5 G R26,7 BOLSA;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 500CC TR 14,5 G R26,7 BOLSA QUINK LEOPARD 4;2264;BOT GRAS 500CC TR 14,5 G R26,7 BOLSA;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 5000CC TR 92 G RC33 SEMI 30        ;920;BOT GRAS 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI 30        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 5000CC TR 92 G RC33 SEMI 22        ;920;BOT GRAS 5000CC TR 92 G RC33;IN300503  ;SOPLADO;;10,91;SEMI 22        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 5000CC TR 92 G RC33 SEMI BIDON 2   ;920;BOT GRAS 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI BIDON 2   ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 5000CC TR 92 G RC33 SEMI 35        ;920;BOT GRAS 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI 35        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 5000CC TR 92 G RC33 SEMI 47        ;920;BOT GRAS 5000CC TR 92 G RC33;IN300501  ;SOPLADO;;10,91;SEMI 47        ;1;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 5000CC TR 92 G RC33. SEMI 47        ;920;BOT GRAS 5000CC TR 92 G RC33.;IN300501  ;SOPLADO;;10,29;SEMI 47        ;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 400CC TR 14,5 G RC26,7 BOLSA AOLI 1         ;3684;BOT GRAS 400CC TR 14,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 400CC TR 14,5 G RC26,7 BOLSA AOLI 2         ;3684;BOT GRAS 400CC TR 14,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 400CC TR 14,5 G RC26,7 BOLSA AOLI 4         ;3684;BOT GRAS 400CC TR 14,5 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 400CC TR 14,5 G RC26,7 AOLI 1         ;912;BOT GRAS 400CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 1         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 400CC TR 14,5 G RC26,7 AOLI 2         ;912;BOT GRAS 400CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 2         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 400CC TR 14,5 G RC26,7 AOLI 4         ;912;BOT GRAS 400CC TR 14,5 G RC26,7;IN300501  ;SOPLADO;;4,91;AOLI 4         ;3;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 3000CC TR 58 G RC33 BOLSA QUINKO 2       ;2251;BOT GRAS 3000CC TR 58 G RC33 BOLSA;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;BOLSA;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 3000CC TR 58 G RC33 QUINKO 2       ;919;BOT GRAS 3000CC TR 58 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 3000CC TR 58 G R33 SIN ASA QUINKO 2       ;2176;BOT GRAS 3000CC TR 58 G R33 SIN ASA;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 3000CC TR 50 G R33 QUINKO 2       ;2263;BOT GRAS 3000CC TR 50 G R33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 3000CC TR 46 G R33 QUINKO 2       ;2174;BOT GRAS 3000CC TR 46 G R33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 2625CC TR 58 G RC33 ;918;BOT GRAS 2625CC TR 58 G RC33;IN300501  ;SOPLADO;;10,29;;1;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26.7 BOLSAS QUINKO 1       ;2252;BOT GRAS 250CC TR 10 G RC26.7 BOLSAS;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26.7 BOLSAS QUINKO LEOPARD ;2252;BOT GRAS 250CC TR 10 G RC26.7 BOLSAS;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26.7 BOLSAS QUINK LEOPARD 3;2252;BOT GRAS 250CC TR 10 G RC26.7 BOLSAS;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26.7 BOLSAS QUINK LEOPARD 4;2252;BOT GRAS 250CC TR 10 G RC26.7 BOLSAS;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 BOLSA QUINKO 1       ;2249;BOT GRAS 250CC TR 10 G RC26,7 BOLSA;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 BOLSA QUINKO LEOPARD ;2249;BOT GRAS 250CC TR 10 G RC26,7 BOLSA;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 BOLSA QUINK LEOPARD 3;2249;BOT GRAS 250CC TR 10 G RC26,7 BOLSA;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 BOLSA QUINK LEOPARD 4;2249;BOT GRAS 250CC TR 10 G RC26,7 BOLSA;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 QUINKO 1       ;911;BOT GRAS 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 QUINKO LEOPARD ;911;BOT GRAS 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 QUINK LEOPARD 3;911;BOT GRAS 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 250CC TR 10 G RC26,7 QUINK LEOPARD 4;911;BOT GRAS 250CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 200CC TR 8.7 G RC26,7 BOLSA QUINKO LEOPARD ;2249;BOT GRAS 200CC TR 8.7 G RC26,7 BOLSA;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 200CC TR 8.7 G RC26,7 BOLSA QUINK LEOPARD 4;2249;BOT GRAS 200CC TR 8.7 G RC26,7 BOLSA;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 200CC TR 10 G RC26,7 QUINKO LEOPARD ;910;BOT GRAS 200CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINKO LEOPARD ;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 200CC TR 10 G RC26,7 QUINK LEOPARD 3;910;BOT GRAS 200CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,40;QUINK LEOPARD 3;4;6000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 200CC TR 10 G RC26,7 QUINK LEOPARD 4;910;BOT GRAS 200CC TR 10 G RC26,7;IN300501  ;SOPLADO;;2,06;QUINK LEOPARD 4;4;7000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 200CC TR 10 G RC26,7 AOLI 1         ;910;BOT GRAS 200CC TR 10 G RC26,7;IN300501  ;SOPLADO;;4,70;AOLI 1         ;3;2300;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 2000CC TR 50 G RC33 BOLSA ;3990;BOT GRAS 2000CC TR 50 G RC33 BOLSA;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 2000CC TR 46 G RC33 BOLSA QUINKO 2       ;2250;BOT GRAS 2000CC TR 46 G RC33 BOLSA;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 2000CC TR 46 G RC33 QUINKO 2       ;917;BOT GRAS 2000CC TR 46 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 2000CC TR 38 G RC33 QUINKO 2       ;2795;BOT GRAS 2000CC TR 38 G RC33;IN300501  ;SOPLADO;;6,00;QUINKO 2       ;4;2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 1400CC TR 46 G RC33 BOLSA ;3860;BOT GRAS 1400CC TR 46 G RC33 BOLSA;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 1400CC TR 46 G RC33 ;916;BOT GRAS 1400CC TR 46 G RC33;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 110CC TR 10 G  RC26,7 BOLSA SEMI 42        ;1627;BOT GRAS 110CC TR 10 G  RC26,7 BOLSA;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 110CC TR 10 G  RC26,7 BOLSA SEMI 45        ;1627;BOT GRAS 110CC TR 10 G  RC26,7 BOLSA;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 110CC TR 10 G  RC26,7 BOLSA SEMI 23        ;1627;BOT GRAS 110CC TR 10 G  RC26,7 BOLSA;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 110CC TR 10 G  RC26,7 BOLSA SEMI 32        ;1627;BOT GRAS 110CC TR 10 G  RC26,7 BOLSA;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 1000CC TR 23,5 G RC26,7BOLSA QUINKO 1       ;2262;BOT GRAS 1000CC TR 23,5 G RC26,7BOLSA;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GRAS 1000CC TR 23,5 G RC26,7 QUINKO 1       ;915;BOT GRAS 1000CC TR 23,5 G RC26,7;IN300501  ;SOPLADO;;4,32;QUINKO 1       ;6;5000;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GLAXIAR 600CC TR 18 G R1881 COMP ;3143;BOT GLAXIAR 600CC TR 18 G R1881 COMP;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GLAXIAR 600CC TR 16,5 G R1881 SEMI 42        ;2662;BOT GLAXIAR 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 42        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GLAXIAR 600CC TR 16,5 G R1881 SEMI 45        ;2662;BOT GLAXIAR 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 45        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GLAXIAR 600CC TR 16,5 G R1881 SEMI 23        ;2662;BOT GLAXIAR 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 23        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT GLAXIAR 600CC TR 16,5 G R1881 SEMI 32        ;2662;BOT GLAXIAR 600CC TR 16,5 G R1881;IN300501  ;SOPLADO;;8,00;SEMI 32        ;2;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 60CC TR 11 G R1881 ;975;BOT FARMACEUTICO 60CC TR 11 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 60CC AMB 11 G R1881 ;980;BOT FARMACEUTICO 60CC AMB 11 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 500CC TR 16 G R1881 ;978;BOT FARMACEUTICO 500CC TR 16 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 500CC AMB 16 G R1881 ;983;BOT FARMACEUTICO 500CC AMB 16 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 30CC TR 11 G R1881 ;974;BOT FARMACEUTICO 30CC TR 11 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 30CC AMB 11 G R1881 ;979;BOT FARMACEUTICO 30CC AMB 11 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 250CC TR 16 G R1881 ;977;BOT FARMACEUTICO 250CC TR 16 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 250CC AMB 16 G R1881 ;982;BOT FARMACEUTICO 250CC AMB 16 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 120CC TR 16 G R1881 ;976;BOT FARMACEUTICO 120CC TR 16 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT FARMACEUTICO 120CC AMB 16 G R1881 ;981;BOT FARMACEUTICO 120CC AMB 16 G R1881;IN300501  ;SOPLADO;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BOT ENCURTIDO 125CC TR 26 R45 3 SEMI 42        ;2932;BOT ENCURTIDO 125CC TR 26 R45 3;IN300501  ;SOPLADO;;11,08;SEMI 42        ;2;650;;;;;;;;;;;;;;;;;;;;;;;;;;;;
